0,1,2,3
Big Things Poppin' (Do It),T.I.,2006,hiphop
2 Step,Unk,2006,hiphop
Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,2006,hiphop
Upgrade U,Beyonce Featuring Jay Z,2006,hiphop
Like A Boy,Ciara,2006,hiphop
If I Was Your Man,Joe,2006,hiphop
Top Back,T.I.,2006,hiphop
Don't Matter,Akon,2006,hiphop
Can U Believe,Robin Thicke,2006,hiphop
Bartender,T-Pain Featuring Akon,2006,hiphop
In My Songs,Gerald Levert,2006,hiphop
Go Getta,Young Jeezy Featuring R. Kelly,2006,hiphop
A Bay Bay,Hurricane Chris,2006,hiphop
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,2006,hiphop
Hood Figga,Gorilla Zoe,2006,hiphop
That's That,Snoop Dogg Featuring R. Kelly,2006,hiphop
Can't Leave 'Em Alone,Ciara Featuring 50 Cent,2006,hiphop
Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,2006,hiphop
Int'l Players Anthem (I Choose You),UGK Featuring OutKast,2006,hiphop
Shawty Is A 10,The-Dream,2006,hiphop
Kiss Kiss,Chris Brown Featuring T-Pain,2006,hiphop
How Do I Breathe,Mario,2006,hiphop
Change Me,Ruben Studdard,2006,hiphop
1st Time,Yung Joc Featuring Marques Houston & Trey Songz,2006,hiphop
And I Am Telling You I'm Not Going,Jennifer Hudson,2006,hiphop
I Luv It,Young Jeezy,2006,hiphop
Tambourine,Eve,2006,hiphop
Good Life,Kanye West Featuring T-Pain,2006,hiphop
Anonymous,Bobby Valentino Featuring Timbaland,2006,hiphop
I Get Money,50 Cent,2006,hiphop
Sexy Lady,Yung Berg Featuring Junior,2006,hiphop
You Know What It Is,T.I. Featuring Wyclef Jean,2006,hiphop
Cupid Shuffle,Cupid,2006,hiphop
DJ Don't,Gerald Levert,2006,hiphop
Can't Help But Wait,Trey Songz,2006,hiphop
Can't Tell Me Nothing,Kanye West,2006,hiphop
My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,2006,hiphop
Can't Get Enough,Tamia,2006,hiphop
If I Have My Way,Chrisette Michele,2006,hiphop
Beautiful Girls,Sean Kingston,2006,hiphop
One,Tyrese,2006,hiphop
Freaky Gurl,Gucci Mane,2006,hiphop
Money In The Bank,Lil Scrappy Featuring Young Buck,2006,hiphop
Make Ya Feel Beautiful,Ruben Studdard,2006,hiphop
I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",2006,hiphop
Stuntin' Like My Daddy,Birdman & Lil Wayne,2006,hiphop
Me,Tamia,2006,hiphop
Wall To Wall,Chris Brown,2006,hiphop
Come With Me,Sammie,2006,hiphop
Baby,Angie Stone Featuring Betty Wright,2006,hiphop
Shoulda Let You Go,Keyshia Cole Introducing Amina,2006,hiphop
We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",2006,hiphop
Be Without You,Mary J. Blige,2006,hiphop
Hood Boy,Fantasia Featuring Big Boi,2006,hiphop
Let's Stay Together,Lyfe Jennings,2006,hiphop
Lost One,Jay-Z Featuring Chrisette Michele,2006,hiphop
Used To Be My Girl,Brian McKnight,2006,hiphop
We Ride ((I See The Future)),Mary J. Blige,2006,hiphop
Wouldn't Get Far,The Game Featuring Kanye West,2006,hiphop
Lost Without U,Robin Thicke,2007,hiphop
When I See U,Fantasia,2007,hiphop
Please Don't Go,Tank,2007,hiphop
Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,2007,hiphop
teachme,Musiq Soulchild,2007,hiphop
You,Lloyd Featuring Lil Wayne,2007,hiphop
Irreplaceable,Beyonce,2007,hiphop
Promise,Ciara,2007,hiphop
Buddy,Musiq Soulchild,2007,hiphop
Poppin',Chris Brown Featuring Jay Biz,2007,hiphop
Until The End Of Time,Justin Timberlake Duet With Beyonce,2007,hiphop
Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,2007,hiphop
Shawty,Plies Featuring T-Pain,2007,hiphop
Bed,J. Holiday,2007,hiphop
I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),2007,hiphop
Make Me Better,Fabolous Featuring Ne-Yo,2007,hiphop
Do You,Ne-Yo,2007,hiphop
Throw Some D's,Rich Boy Featuring Polow Da Don,2007,hiphop
Ice Box,Omarion,2007,hiphop
I Wanna Love You,Akon Featuring Snoop Dogg,2007,hiphop
Walk It Out,Unk,2007,hiphop
Same Girl,R. Kelly Duet With Usher,2007,hiphop
This Is Why I'm Hot,Mims,2007,hiphop
Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,2007,hiphop
Runaway Love,Ludacris Featuring Mary J. Blige,2007,hiphop
Get Me Bodied,Beyonce,2007,hiphop
Party Like A Rockstar,Shop Boyz,2007,hiphop
Crank That (Soulja Boy),Soulja Boy Tell'em,2007,hiphop
Take Me As I Am,Mary J. Blige,2007,hiphop
No One,Alicia Keys,2007,hiphop
Rock Yo Hips,Crime Mob Featuring Lil Scrappy,2007,hiphop
Make It Rain,Fat Joe Featuring Lil Wayne,2007,hiphop
We Fly High,Jim Jones,2007,hiphop
My Love,Justin Timberlake Featuring T.I.,2007,hiphop
"Pop, Lock & Drop It",Huey,2007,hiphop
On The Hotline,Pretty Ricky,2007,hiphop
Like This,Kelly Rowland Featuring Eve,2007,hiphop
Because Of You,Ne-Yo,2007,hiphop
Umbrella,Rihanna Featuring Jay-Z,2007,hiphop
Get It Shawty,Lloyd,2007,hiphop
Last Night,Diddy Featuring Keyshia Cole,2007,hiphop
Big Things Poppin' (Do It),T.I.,2007,hiphop
2 Step,Unk,2007,hiphop
Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,2007,hiphop
Upgrade U,Beyonce Featuring Jay Z,2007,hiphop
Like A Boy,Ciara,2007,hiphop
If I Was Your Man,Joe,2007,hiphop
Top Back,T.I.,2007,hiphop
Don't Matter,Akon,2007,hiphop
Can U Believe,Robin Thicke,2007,hiphop
Bartender,T-Pain Featuring Akon,2007,hiphop
In My Songs,Gerald Levert,2007,hiphop
Go Getta,Young Jeezy Featuring R. Kelly,2007,hiphop
A Bay Bay,Hurricane Chris,2007,hiphop
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,2007,hiphop
Hood Figga,Gorilla Zoe,2007,hiphop
That's That,Snoop Dogg Featuring R. Kelly,2007,hiphop
Can't Leave 'Em Alone,Ciara Featuring 50 Cent,2007,hiphop
Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,2007,hiphop
Int'l Players Anthem (I Choose You),UGK Featuring OutKast,2007,hiphop
Shawty Is A 10,The-Dream,2007,hiphop
Kiss Kiss,Chris Brown Featuring T-Pain,2007,hiphop
How Do I Breathe,Mario,2007,hiphop
Change Me,Ruben Studdard,2007,hiphop
1st Time,Yung Joc Featuring Marques Houston & Trey Songz,2007,hiphop
And I Am Telling You I'm Not Going,Jennifer Hudson,2007,hiphop
I Luv It,Young Jeezy,2007,hiphop
Tambourine,Eve,2007,hiphop
Good Life,Kanye West Featuring T-Pain,2007,hiphop
Anonymous,Bobby Valentino Featuring Timbaland,2007,hiphop
I Get Money,50 Cent,2007,hiphop
Sexy Lady,Yung Berg Featuring Junior,2007,hiphop
You Know What It Is,T.I. Featuring Wyclef Jean,2007,hiphop
Cupid Shuffle,Cupid,2007,hiphop
DJ Don't,Gerald Levert,2007,hiphop
Can't Help But Wait,Trey Songz,2007,hiphop
Can't Tell Me Nothing,Kanye West,2007,hiphop
My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,2007,hiphop
Can't Get Enough,Tamia,2007,hiphop
If I Have My Way,Chrisette Michele,2007,hiphop
Beautiful Girls,Sean Kingston,2007,hiphop
One,Tyrese,2007,hiphop
Freaky Gurl,Gucci Mane,2007,hiphop
Money In The Bank,Lil Scrappy Featuring Young Buck,2007,hiphop
Make Ya Feel Beautiful,Ruben Studdard,2007,hiphop
I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",2007,hiphop
Stuntin' Like My Daddy,Birdman & Lil Wayne,2007,hiphop
Me,Tamia,2007,hiphop
Wall To Wall,Chris Brown,2007,hiphop
Come With Me,Sammie,2007,hiphop
Baby,Angie Stone Featuring Betty Wright,2007,hiphop
Shoulda Let You Go,Keyshia Cole Introducing Amina,2007,hiphop
We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",2007,hiphop
Be Without You,Mary J. Blige,2007,hiphop
Hood Boy,Fantasia Featuring Big Boi,2007,hiphop
Let's Stay Together,Lyfe Jennings,2007,hiphop
Lost One,Jay-Z Featuring Chrisette Michele,2007,hiphop
Used To Be My Girl,Brian McKnight,2007,hiphop
We Ride ((I See The Future)),Mary J. Blige,2007,hiphop
Wouldn't Get Far,The Game Featuring Kanye West,2007,hiphop
Like You'll Never See Me Again,Alicia Keys,2008,hiphop
I Remember,Keyshia Cole,2008,hiphop
Just Fine,Mary J. Blige,2008,hiphop
Heaven Sent,Keyshia Cole,2008,hiphop
Suffocate,J. Holiday,2008,hiphop
Lollipop,Lil Wayne Featuring Static Major,2008,hiphop
Need U Bad,Jazmine Sullivan,2008,hiphop
No One,Alicia Keys,2008,hiphop
Spotlight,Jennifer Hudson,2008,hiphop
Can't Help But Wait,Trey Songz,2008,hiphop
Never,Jaheim,2008,hiphop
Crying Out For Me,Mario,2008,hiphop
Take You Down,Chris Brown,2008,hiphop
A Milli,Lil Wayne,2008,hiphop
Love In This Club,Usher Featuring Young Jeezy,2008,hiphop
Bust It Baby Part 2,Plies Featuring Ne-Yo,2008,hiphop
Whatever You Like,T.I.,2008,hiphop
I Luv Your Girl,The-Dream,2008,hiphop
Independent,Webbie Featuring Lil' Phat & Lil' Boosie,2008,hiphop
Teenage Love Affair,Alicia Keys,2008,hiphop
Touch My Body,Mariah Carey,2008,hiphop
Put On,Young Jeezy Featuring Kanye West,2008,hiphop
Woman,Raheem DeVaughn,2008,hiphop
Sensual Seduction,Snoop Dogg,2008,hiphop
Falsetto,The-Dream,2008,hiphop
Can't Believe It,T-Pain Featuring Lil Wayne,2008,hiphop
Miss Independent,Ne-Yo,2008,hiphop
Take A Bow,Rihanna,2008,hiphop
With You,Chris Brown,2008,hiphop
Sexy Can I,Ray J & Yung Berg,2008,hiphop
Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,2008,hiphop
Last Time,Trey Songz,2008,hiphop
The Boss,Rick Ross Featuring T-Pain,2008,hiphop
Dey Know,Shawty Lo,2008,hiphop
Until The End Of Time,Justin Timberlake Duet With Beyonce,2008,hiphop
Never Would Have Made It,Marvin Sapp,2008,hiphop
The Way That I Love You,Ashanti,2008,hiphop
Good Life,Kanye West Featuring T-Pain,2008,hiphop
Magic,Robin Thicke,2008,hiphop
Low,Flo Rida Featuring T-Pain,2008,hiphop
Shoulda Let You Go,Keyshia Cole Introducing Amina,2008,hiphop
Get Like Me,David Banner Featuring Chris Brown,2008,hiphop
No Air,Jordin Sparks Duet With Chris Brown,2008,hiphop
Got Money,Lil Wayne Featuring T-Pain,2008,hiphop
Kiss Kiss,Chris Brown Featuring T-Pain,2008,hiphop
Love In This Club Part II,Usher Featuring Beyonce & Lil Wayne,2008,hiphop
Customer,Raheem DeVaughn,2008,hiphop
Flashing Lights,Kanye West Featuring Dwele,2008,hiphop
She Got It,2 Pistols Featuring T-Pain & Tay Dizm,2008,hiphop
Music For Love,Mario,2008,hiphop
I Won't Tell,Fat Joe Featuring J. Holiday,2008,hiphop
Umma Do Me,Rocko,2008,hiphop
I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",2008,hiphop
You're The Only One,Eric Benet,2008,hiphop
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,2008,hiphop
Never Never Land,Lyfe Jennings,2008,hiphop
Please Excuse My Hands,Plies Featuring Jamie Foxx & The-Dream,2008,hiphop
The Business,Yung Berg Featuring Casha,2008,hiphop
Here I Am,Rick Ross Featuring Nelly & Avery Storm,2008,hiphop
So Fly,Slim Featuring Yung Joc,2008,hiphop
The River,Noel Gourdin,2008,hiphop
Live Your Life,T.I. Featuring Rihanna,2008,hiphop
Pop Bottles,Birdman Featuring Lil Wayne,2008,hiphop
Girls Around The World,Lloyd Featuring Lil Wayne,2008,hiphop
Work That,Mary J. Blige,2008,hiphop
Lookin Boy,Hot Stylz Featuring Yung Joc,2008,hiphop
Honey,Erykah Badu,2008,hiphop
Get Silly,V.I.C.,2008,hiphop
teachme,Musiq Soulchild,2008,hiphop
Superwoman,Alicia Keys,2008,hiphop
Bed,J. Holiday,2008,hiphop
Shawty Is A 10,The-Dream,2008,hiphop
Bust Your Windows,Jazmine Sullivan,2008,hiphop
When I See U,Fantasia,2008,hiphop
Single Ladies (Put A Ring On It),Beyonce,2008,hiphop
Closer,Ne-Yo,2008,hiphop
Girlfriend,Bow Wow & Omarion,2008,hiphop
Superstar,Lupe Fiasco Featuring Matthew Santos,2008,hiphop
Did You Wrong,Pleasure P,2008,hiphop
Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,2008,hiphop
Sometimes,Angie Stone,2008,hiphop
I've Changed,Jaheim Featuring Keyshia Cole,2008,hiphop
Green Light,John Legend Featuring Andre 3000,2008,hiphop
Moving Mountains,Usher,2008,hiphop
Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,2008,hiphop
My Life,The Game Featuring Lil Wayne,2008,hiphop
My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,2008,hiphop
Foolish,Shawty Lo,2008,hiphop
Hate That I Love You,Rihanna Featuring Ne-Yo,2008,hiphop
What Them Girls Like,Ludacris Co-Starring Chris Brown & Sean Garrett,2008,hiphop
Soulja Girl,Soulja Boy Tell'em Featuring I-15,2008,hiphop
Baby,LL Cool J Featuring The-Dream,2008,hiphop
Mr. Carter,Lil Wayne Featuring Jay-Z,2008,hiphop
I Know,Jay-Z Featuring Pharrell,2008,hiphop
Energy,Keri Hilson,2008,hiphop
Game's Pain,The Game Featuring Keyshia Cole,2008,hiphop
Hypnotized,Plies Featuring Akon,2008,hiphop
Roc Boys (And The Winner Is)...,JAY-Z,2008,hiphop
Ching-A-Ling,Missy Elliott,2008,hiphop
Go On Girl,Ne-Yo,2008,hiphop
Blame It,Jamie Foxx Featuring T-Pain,2009,hiphop
Pretty Wings,Maxwell,2009,hiphop
Break Up,Mario Featuring Gucci Mane & Sean Garrett,2009,hiphop
Best I Ever Had,Drake,2009,hiphop
Rockin' That Thang,The-Dream,2009,hiphop
Single Ladies (Put A Ring On It),Beyonce,2009,hiphop
Turnin Me On,Keri Hilson Featuring Lil Wayne,2009,hiphop
She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous,2009,hiphop
sobeautiful,Musiq Soulchild,2009,hiphop
Last Chance,Ginuwine,2009,hiphop
Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,2009,hiphop
Every Girl,Young Money,2009,hiphop
God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",2009,hiphop
Ego,Beyonce,2009,hiphop
Mad,Ne-Yo,2009,hiphop
If This Isn't Love,Jennifer Hudson,2009,hiphop
Live Your Life,T.I. Featuring Rihanna,2009,hiphop
Successful,Drake Featuring Trey Songz & Lil Wayne,2009,hiphop
On The Ocean,K'Jon,2009,hiphop
Birthday Sex,Jeremih,2009,hiphop
Trust,Keyshia Cole Duet With Monica,2009,hiphop
Diva,Beyonce,2009,hiphop
Miss Independent,Ne-Yo,2009,hiphop
Ain't I,Yung L.A. Featuring Young Dro & T.I.,2009,hiphop
Boyfriend #2,Pleasure P,2009,hiphop
There Goes My Baby,Charlie Wilson,2009,hiphop
I Need A Girl,Trey Songz,2009,hiphop
IfULeave,Musiq Soulchild Featuring Mary J. Blige,2009,hiphop
Spotlight,Jennifer Hudson,2009,hiphop
Dead And Gone,T.I. Featuring Justin Timberlake,2009,hiphop
Chopped 'N' Skrewed,T-Pain Featuring Ludacris,2009,hiphop
Trading Places,Usher,2009,hiphop
Just Like Me,Jamie Foxx Featuring T.I.,2009,hiphop
Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,2009,hiphop
You Complete Me,Keyshia Cole,2009,hiphop
Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,2009,hiphop
Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,2009,hiphop
Throw It In The Bag,Fabolous Featuring The-Dream,2009,hiphop
Heartless,Kanye West,2009,hiphop
Cool,Anthony Hamilton Featuring David Banner,2009,hiphop
Here I Stand,Usher,2009,hiphop
Wetter (Calling You Daddy),Twista Featuring Erika Shevon,2009,hiphop
Green Light,John Legend Featuring Andre 3000,2009,hiphop
Epiphany (I'm Leaving),Chrisette Michele,2009,hiphop
Playa Cardz Right,Keyshia Cole Featuring 2Pac,2009,hiphop
Run This Town,"Jay-Z, Rihanna & Kanye West",2009,hiphop
Under,Pleasure P,2009,hiphop
Ice Cream Paint Job,Dorrough,2009,hiphop
Bad Habits,Maxwell,2009,hiphop
Turn My Swag On,Soulja Boy Tell'em,2009,hiphop
Always Strapped,Birdman Featuring Lil Wayne,2009,hiphop
Beep,Bobby V Featuring Yung Joc,2009,hiphop
Whatever You Like,T.I.,2009,hiphop
Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,2009,hiphop
Bust Your Windows,Jazmine Sullivan,2009,hiphop
The Point Of It All,Anthony Hamilton,2009,hiphop
When It Hurts,Avant,2009,hiphop
Need U Bad,Jazmine Sullivan,2009,hiphop
Day 'N' Nite,Kid Cudi,2009,hiphop
Magnificent,Rick Ross Featuring John Legend,2009,hiphop
Number One,R. Kelly Featuring Keri Hilson,2009,hiphop
Put It On Ya,Plies Featuring Chris J,2009,hiphop
Obsessed,Mariah Carey,2009,hiphop
Swag Surfin',F.L.Y. (Fast Life Yungstaz),2009,hiphop
From My Heart To Yours,Laura Izibor,2009,hiphop
Stanky Legg,GS Boyz,2009,hiphop
Never Ever,Ciara Featuring Young Jeezy,2009,hiphop
Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",2009,hiphop
Can't Believe It,T-Pain Featuring Lil Wayne,2009,hiphop
Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,2009,hiphop
"Lions, Tigers & Bears",Jazmine Sullivan,2009,hiphop
The Sweetest Love,Robin Thicke,2009,hiphop
Can't Live Without You,Charlie Wilson,2009,hiphop
Regret,LeToya Featuring Ludacris,2009,hiphop
5 Star Chick,Yo Gotti,2009,hiphop
One More Drink,Ludacris Co-Starring T-Pain,2009,hiphop
I Invented Sex,Trey Songz Featuring Drake,2009,hiphop
Heaven Sent,Keyshia Cole,2009,hiphop
Halo,Beyonce,2009,hiphop
Empire State Of Mind,Jay-Z + Alicia Keys,2009,hiphop
LOL :-),Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,2009,hiphop
Chocolate High,India.Arie Featuring Musiq Soulchild,2009,hiphop
You're A Jerk,New Boyz,2009,hiphop
Never Give You Up,Raphael Saadiq Featuring Stevie Wonder & CJ,2009,hiphop
Not Anymore,LeToya,2009,hiphop
It's Yours,J. Holiday,2009,hiphop
I Look To You,Whitney Houston,2009,hiphop
Make Tha Trap Say Aye,OJ Da Juiceman Featuring Gucci Mane,2009,hiphop
Papers,Usher,2009,hiphop
If I Were A Boy,Beyonce,2009,hiphop
Blame It On Me,Chrisette Michele,2009,hiphop
Lost,Gorilla Zoe,2009,hiphop
Imma Star (Everywhere We Are),Jeremih,2009,hiphop
Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,2009,hiphop
Doesn't Mean Anything,Alicia Keys,2009,hiphop
Plenty Money,Plies,2009,hiphop
Download,Lil Kim Featuring T-Pain & Charlie Wilson,2009,hiphop
Imma Put It On Her,DAY26 Featuring P. Diddy & Yung Joc,2009,hiphop
The One,Mary J. Blige Featuring Drake,2009,hiphop
Trick'n,Mullage,2009,hiphop
Un-Thinkable (I'm Ready),Alicia Keys,2010,hiphop
There Goes My Baby,Usher,2010,hiphop
It Kills Me,Melanie Fiona,2010,hiphop
Everything To Me,Monica,2010,hiphop
Say Aah,Trey Songz Featuring Fabolous,2010,hiphop
Neighbors Know My Name,Trey Songz,2010,hiphop
Hey Daddy (Daddy's Home),Usher Featuring Plies,2010,hiphop
I Am,Mary J. Blige,2010,hiphop
Deuces,Chris Brown Featuring Tyga & Kevin McCall,2010,hiphop
Sex Therapy,Robin Thicke,2010,hiphop
Love All Over Me,Monica,2010,hiphop
I Invented Sex,Trey Songz Featuring Drake,2010,hiphop
How Low,Ludacris,2010,hiphop
Say Something,Timbaland Featuring Drake,2010,hiphop
Find Your Love,Drake,2010,hiphop
Over,Drake,2010,hiphop
My Chick Bad,Ludacris Featuring Nicki Minaj,2010,hiphop
Ain't Leavin Without You,Jaheim,2010,hiphop
Lose My Mind,Young Jeezy Featuring Plies,2010,hiphop
Try Sleeping With A Broken Heart,Alicia Keys,2010,hiphop
BedRock,Young Money Featuring Lloyd,2010,hiphop
Bittersweet,Fantasia,2010,hiphop
Fistful Of Tears,Maxwell,2010,hiphop
Miss Me,Drake Featuring Lil Wayne,2010,hiphop
Rude Boy,Rihanna,2010,hiphop
Your Love,Nicki Minaj,2010,hiphop
Ride,Ciara Featuring Ludacris,2010,hiphop
Finding My Way Back,Jaheim,2010,hiphop
OMG,Usher Featuring will.i.am,2010,hiphop
Nothin' On You,B.o.B Featuring Bruno Mars,2010,hiphop
Bottoms Up,Trey Songz Featuring Nicki Minaj,2010,hiphop
Lil Freak,Usher Featuring Nicki Minaj,2010,hiphop
Bad Habits,Maxwell,2010,hiphop
Money To Blow,Birdman Featuring Lil Wayne & Drake,2010,hiphop
Fancy,Drake Featuring T.I. & Swizz Beatz,2010,hiphop
Papers,Usher,2010,hiphop
Soldier Of Love,Sade,2010,hiphop
Holding You Down (Goin In Circles),Jazmine Sullivan,2010,hiphop
Sex Room,Ludacris Featuring Trey Songz,2010,hiphop
B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,2010,hiphop
All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",2010,hiphop
Champagne Life,Ne-Yo,2010,hiphop
Why Would You Stay?,Kem,2010,hiphop
Can't Be Friends,Trey Songz,2010,hiphop
Pretty Wings,Maxwell,2010,hiphop
Window Seat,Erykah Badu,2010,hiphop
You're The One,Dondria,2010,hiphop
O Let's Do It,Waka Flocka Flame,2010,hiphop
Empire State Of Mind,Jay-Z + Alicia Keys,2010,hiphop
Steady Mobbin',Young Money Featuring Gucci Mane,2010,hiphop
Teach Me How To Dougie,Cali Swag District,2010,hiphop
Pretty Boy Swag,Soulja Boy Tell'em,2010,hiphop
I'm Back,T.I.,2010,hiphop
On To The Next One,Jay-Z + Swizz Beatz,2010,hiphop
Got Your Back,T.I. Featuring Keri Hilson,2010,hiphop
No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,2010,hiphop
I Wanna Rock,Snoop Dogg,2010,hiphop
Hot Tottie,Usher Featuring Jay-Z,2010,hiphop
Love The Way You Lie,Eminem Featuring Rihanna,2010,hiphop
God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",2010,hiphop
Right Above It,Lil Wayne Featuring Drake,2010,hiphop
Statistics,Lyfe Jennings,2010,hiphop
Lemonade,Gucci Mane,2010,hiphop
Baby By Me,50 Cent Featuring Ne-Yo,2010,hiphop
Hello Good Morning,Diddy - Dirty Money Featuring T.I.,2010,hiphop
Hard,Rihanna Featuring Jeezy,2010,hiphop
All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,2010,hiphop
Imma Be,The Black Eyed Peas,2010,hiphop
